,location,latitude,longitude,index,year
14567,"Damascus, Syria",33.5145227857709,36.2904335592578,12.28369234,1932
14568,"Taipei, Taiwan",25.0375198,121.5636796,8.395352984,1932
14569,"Dushanbe, Tajikistan",38.5856947,68.7603746751885,22.20849948,1932
14570,"Dar es Salaam, Tanzania",-6.8160837,39.2803583,11.65082319,1932
14571,"Bangkok, Thailand",13.7524938,100.4935089,10.66267741,1932
14572,"Lomé, Togo",6.15803455,1.25168237324663,35.99679776,1932
14573,"Nukuʻalofa, Tonga",-21.1343401,-175.201808,4.352840606,1932
14574,"Tunis, Tunisia",36.8002068,10.1857757,15.42857463,1932
14575,"Ankara, Turkey",39.7160439,32.7059948,9.395487871,1932
14576,"Ashgabat, Turkmenistan",37.9404648,58.3823487,35.96270455,1932
14577,"Kampala, Uganda",0.3177137,32.5813539,24.58539647,1932
14578,"Kyiv, Ukraine",50.4500336,30.5241361,24.78264171,1932
14579,"Abu Dhabi, UAE",24.4538352,54.3774014,20.81880351,1932
14580,"London, United Kingdom",51.4893335,-0.144055084527687,50.25994064,1932
14581,"Washington, D.C., USA",38.9240943816741,-77.0091011073296,16.26293193,1932
14582,"Tashkent, Uzbekistan",41.3123363,69.2787079,25.71173419,1932
14583,"Port Vila, Vanuatu",-17.7414972,168.3150163,6.979382773,1932
14584,"Vatican City, Vatican City",41.903411,12.4528527,16.31747717,1932
14585,"Caracas, Venezuela",10.5060934,-66.9146008,16.97974489,1932
14586,"Hanoi, Vietnam",21.0283334,105.854041,11.50831223,1932
14587,"Sana'a, Yemen",15.3538569,44.2058841,18.00881508,1932
14588,"Lusaka, Zambia",-15.4163395,28.2818414,16.31489106,1932
14589,"Harare, Zimbabwe",-17.8567035,31.0601584,15.71768423,1932
14590,"Leeds, United Kingdom",53.7974185,-1.5437941,43.79109228,1932
14591,"Exeter, United Kingdom",50.7256138,-3.5269209,24.05809512,1932
14592,"Edinburgh, United Kingdom",55.9533456,-3.1883749,20.56624743,1932
14593,"Los Angeles, USA",34.0536909,-118.242766,25.34571672,1932
14594,"Nanjing, China",32.0438284,118.7788631,15.49586986,1932
14595,"Shanghai, China",31.2312707,121.4700152,12.90933576,1932
14596,"Chennai, India",13.0836939,80.270186,14.31493254,1932
14597,"Ahmedabad, India",23.0215374,72.5800568,33.08854623,1932
14598,"Fairbanks, USA",64.837845,-147.716675,19.19634954,1932
14599,"Birmingham, UK",52.4796992,-1.9026911,42.6102651,1932
14600,"São Paulo, Brazil",-23.5506507,-46.6333824,5.618192411,1932
14601,"Singapore, Singapore.1",1.357107,103.8194992,7.499995906,1932
14602,"Cape Town, South Africa",-33.928992,18.417396,4.239516382,1932
14603,"Birmingham, United Kingdom",52.4796992,-1.9026911,42.6102651,1932
14604,"Cardiff, United Kingdom",51.4816546,-3.1791934,52.06573913,1932
14605,"Belfast, United Kingdom",54.596391,-5.9301829,14.17040441,1932
14606,"Reykjavík, Iceland",64.145981,-21.9422367,4.309914469,1932
14607,"Yakutsk, Russia",62.0274078,129.7319787,5.67425222,1932
14608,"Kabul, Afghanistan",34.5260109,69.1776838,18.03755387,1933
14609,"Tirana, Albania",41.3281482,19.8184435,13.27947254,1933
14610,"Algiers, Algeria",36.7729309,3.0588291,7.689238632,1933
14611,"Luanda, Angola",-8.8272699,13.2439512,19.84273216,1933
14612,"Buenos Aires, Argentina",-34.6073387,-58.4432852,9.562210852,1933
14613,"Yerevan, Armenia",40.1777112,44.5126233,19.42777049,1933
14614,"Sydney, Australia",-33.8698439,151.2082848,3.610582598,1933
14615,"Canberra, Australia",-35.2975906,149.1012676,4.080108423,1933
14616,"Baku, Azerbaijan",40.3755885,49.8328009,19.63306356,1933
14617,"Manama, Bahrain",-8.79691,125.45785,25.6422834,1933
14618,"Dhaka, Bangladesh",23.7644025,90.389015,42.87075183,1933
14619,"Minsk, Belarus",53.9024716,27.5618225,21.83203792,1933
14620,"Brussels, Belgium",50.8550018,4.35123337611662,36.94265495,1933
14621,"Cotonou, Benin",6.3676953,2.4252507,26.37507404,1933
14622,"Thimphu, Bhutan",27.4713546,89.6336729,12.39683459,1933
14623,"La Paz, Bolivia",-16.4955455,-68.1336229,14.07462011,1933
14624,"Gaborone, Botswana",-24.6581357,25.9088474,9.430800876,1933
14625,"Brasília, Brazil",-10.3333333,-53.2,5.807158803,1933
14626,"Sofia, Bulgaria",-15.2538402,48.2562163,22.71062349,1933
14627,"Ouagadougou, Burkina Faso",12.3681873,-1.5270944,46.89525105,1933
14628,"Bujumbura, Burundi",-3.3638125,29.3675028,19.69605306,1933
14629,"Phnom Penh, Cambodia",11.568271,104.9224426,26.95114372,1933
14630,"Yaoundé, Cameroon",3.8689867,11.5213344,39.48313014,1933
14631,"Ottawa, Canada",45.4110870626566,-75.7083256476122,9.785048935,1933
14632,"Bangui, CAR",4.3635118,18.5835913,37.19852987,1933
14633,"N'Djaména, Chad",12.1191543,15.0502758,49.79730607,1933
14634,"Santiago, Chile",-33.4377756,-70.6504502,10.4003764,1933
14635,"Hangzhou, China",30.2489634,120.2052342,15.60369008,1933
14636,"Beijing, China",40.190632,116.412144,14.92564268,1933
14637,"Bogotá, Colombia",4.6533816,-74.0836333,10.59235312,1933
14638,"Brazzaville, Congo",-4.2694407,15.2712256,34.15577954,1933
14639,"San José, Costa Rica",9.9325427,-84.0795782,14.30482112,1933
14640,"Abidjan, Côte d'Ivoire",5.320357,-4.016107,16.53599257,1933
14641,"Zagreb, Croatia",45.8130967,15.9772795,18.32231062,1933
14642,"Havana, Cuba",23.135305,-82.3589631,6.823100418,1933
14643,"Nicosia, Cyprus",35.1746503,33.3638783,10.47170723,1933
14644,"Prague, Czechia",50.0874654,14.4212535,30.9580041,1933
14645,"Kinshasa, DRC",-4.3217055,15.3125974,33.53509527,1933
14646,"Copenhagen, Denmark",55.6867243,12.5700724,16.23737904,1933
14647,"Djibouti, Djibouti",11.8145966,42.8453061,30.81798853,1933
14648,"Cairo, Egypt",30.0443879,31.2357257,21.92337327,1933
14649,"San Salvador, El Salvador",13.6989939,-89.1914249,15.88367448,1933
14650,"Malabo, Equatorial Guinea",3.741877,8.7740663,34.38866208,1933
14651,"Asmara, Eritrea",15.3389667,38.9326763,18.82289897,1933
14652,"Addis Ababa, Ethiopia",9.0358287,38.7524127,6.814376718,1933
14653,"Suva, Fiji",-18.1415884,178.4421662,6.6487492,1933
14654,"Paris, France",48.8534951,2.3483915,29.97853721,1933
14655,"Libreville, Gabon",0.4086518,9.4418849,20.13383477,1933
14656,"Tbilisi, Georgia",41.6934591,44.8014495,16.3267308,1933
14657,"Berlin, Germany",52.510885,13.3989367,33.46435674,1933
14658,"Accra, Ghana",5.5571096,-0.2012376,23.93988404,1933
14659,"Athens, Greece",37.9887791133275,23.7191086388293,11.77134643,1933
14660,"Guatemala City, Guatemala",14.6416142,-90.5132836,13.31662976,1933
14661,"Conakry, Guinea",9.5170602,-13.6998434,28.49659583,1933
14662,"Bissau, Guinea-Bissau",11.87018055,-15.6077045647727,29.98214584,1933
14663,"Port-au-Prince, Haiti",18.547327,-72.3395928,11.11536369,1933
14664,"Tegucigalpa, Honduras",14.1057433,-87.2040052,22.69399494,1933
14665,"Budapest, Hungary",47.48138955,19.1460941269125,34.20309955,1933
14666,"Delhi, India",28.6273928,77.1716954,56.89020868,1933
14667,"Jakarta, Indonesia",-6.175247,106.8270488,9.588236648,1933
14668,"Tehran, Iran",35.6892523,51.3896004,16.60968373,1933
14669,"Baghdad, Iraq",33.3061701,44.3872213,26.72675574,1933
14670,"Dublin, Ireland",53.3493795,-6.2605593,11.54893802,1933
14671,"Jerusalem, Israel",31.7788242,35.2257626,9.568160558,1933
14672,"Rome, Italy",41.8933203,12.4829321,16.77129499,1933
14673,"Tokyo, Japan",35.6821936,139.762221,10.62684789,1933
14674,"Amman, Jordan",31.9515694,35.9239625,12.79800703,1933
14675,"Temirtau, Kazakhstan",50.0587825,72.9535681,10.04548691,1933
14676,"Astana, Kazakhstan",51.1282205,71.4306682,9.356618949,1933
14677,"Nairobi, Kenya",-1.30261485,36.8288420181373,9.551361922,1933
14678,"Kuwait City, Kuwait",29.3796532,47.9734174,34.18704694,1933
14679,"Bishkek, Kyrgyzstan",42.8777895,74.6066926,16.39055901,1933
14680,"Vientiane, Laos",17.9640988,102.6133707,31.85849699,1933
14681,"Riga, Latvia",56.9493977,24.1051846,23.45503696,1933
14682,"Monrovia, Liberia",6.328034,-10.797788,17.34674688,1933
14683,"Tripoli, Libya",32.896672,13.1777923,16.6725367,1933
14684,"Vilnius, Lithuania",54.6870458,25.2829111,16.98085695,1933
14685,"Luxembourg, Luxembourg",49.6112768,6.129799,27.46485293,1933
14686,"Antananarivo, Madagascar",-18.9100122,47.5255809,12.27410998,1933
14687,"Lilongwe, Malawi",-13.9875107,33.768144,12.18614307,1933
14688,"Kuala Lumpur, Malaysia",3.1516964,101.6942371,5.718645773,1933
14689,"Bamako, Mali",12.61326555,-7.9847391362413,30.81038778,1933
14690,"Valletta, Malta",35.8989818,14.5136759,10.44789719,1933
14691,"Nouakchott, Mauritania",18.0618918,-15.9311481578329,55.56564345,1933
14692,"Port Louis, Mauritius",-20.1624522,57.5028044,13.9646561,1933
14693,"Mexico City, Mexico",19.4326296,-99.1331785,12.01640509,1933
14694,"Chisinau, Moldova",47.0245117,28.8322923,21.53137521,1933
14695,"Ulaanbaatar, Mongolia",47.94097405,106.917963752256,32.21876729,1933
14696,"Podgorica, Montenegro",42.4415238,19.2621081,16.13371446,1933
14697,"Rabat, Morocco",34.02236,-6.8340222,11.19737326,1933
14698,"Maputo, Mozambique",-25.966213,32.56745,9.587280289,1933
14699,"Windhoek, Namibia",-22.5776104,17.0772739,10.37765445,1933
14700,"Kathmandu, Nepal",27.708317,85.3205817,18.72599032,1933
14701,"Amsterdam, Netherlands",52.3730796,4.8924534,25.19367028,1933
14702,"Wellington, New Zealand",-41.2887953,174.7772114,5.404097011,1933
14703,"Managua, Nicaragua",12.1544035,-86.2737642,14.18103563,1933
14704,"Niamey, Niger",13.524834,2.109823,46.18408319,1933
14705,"Abuja, Nigeria",9.0643305,7.4892974,42.88685926,1933
14706,"Pyongyang, North Korea",39.0167979,125.7473609,17.71234472,1933
14707,"Skopje, North Macedonia",41.9961816,21.4319213,16.73014989,1933
14708,"Oslo, Norway",59.9133301,10.7389701,12.30946611,1933
14709,"Muscat, Oman",23.5882019,58.3829448,27.03400713,1933
14710,"Islamabad, Pakistan",33.6938118,73.0651511,22.77817214,1933
14711,"Panama City, Panama",8.6671353550533,-80.8169594275597,10.44054601,1933
14712,"Asunción, Paraguay",-25.2800459,-57.6343814,16.06288202,1933
14713,"Lima, Peru",-12.0621065,-77.0365256,11.34404256,1933
14714,"Manila, Philippines",14.5906346,120.9799964,14.9443681,1933
14715,"Warsaw, Poland",52.2337172,21.0714322356365,22.23735296,1933
14716,"Lisbon, Portugal",38.7077507,-9.1365919,12.19957743,1933
14717,"Doha, Qatar",24.73677015,81.4466022001494,30.02499899,1933
14718,"Bucharest, Romania",44.4361414,26.1027202,22.63678409,1933
14719,"Moscow, Russia",55.7505412,37.6174782,35.65108329,1933
14720,"Kigali, Rwanda",-1.8859597,30.1296751,17.61710308,1933
14721,"Apia, Samoa",-13.8344639,-171.7649144,4.761337678,1933
14722,"San Marino, San Marino",43.9458623,12.458306,16.1721344,1933
14723,"São Tomé, São Tomé and Príncipe",0.3389242,6.7313031,13.83545108,1933
14724,"Riyadh, Saudi Arabia",24.638916,46.7160104,61.94215367,1933
14725,"Dakar, Senegal",14.693425,-17.447938,36.44704558,1933
14726,"Belgrade, Serbia",44.8178131,20.4568974,12.49867784,1933
14727,"Victoria, Seychelles",-36.5986096,144.6780052,7.500794631,1933
14728,"Freetown, Sierra Leone",8.479004,-13.26795,22.74896825,1933
14729,"Singapore, Singapore",1.357107,103.8194992,7.089878481,1933
14730,"Bratislava, Slovakia",48.1516988,17.1093063,25.55991592,1933
14731,"Ljubljana, Slovenia",46.0500268,14.5069289,15.94108061,1933
14732,"Honiara, Solomon Islands",-9.43779755,159.962417478605,6.660880898,1933
14733,"Mogadishu, Somalia",2.0349312,45.3419183,9.531507293,1933
14734,"Pretoria, South Africa",-25.7459277,28.1879101,18.5713099,1933
14735,"Seoul, South Korea",37.5666791,126.9782914,12.94309049,1933
14736,"Juba, South Sudan",4.8459246,31.5959173,25.99990748,1933
14737,"Madrid, Spain",40.4167047,-3.7035825,6.825013187,1933
14738,"Colombo, Sri Lanka",6.9388614,79.8542005,9.586261531,1933
14739,"Khartoum, Sudan",15.5635972,32.5349123,37.42117505,1933
14740,"Paramaribo, Suriname",5.8247628,-55.1703941,16.35307214,1933
14741,"Stockholm, Sweden",59.3251172,18.0710935,7.418668906,1933
14742,"Bern, Switzerland",46.9484742,7.4521749,25.65628063,1933
14743,"Damascus, Syria",33.5145227857709,36.2904335592578,11.69468423,1933
14744,"Taipei, Taiwan",25.0375198,121.5636796,8.335785401,1933
14745,"Dushanbe, Tajikistan",38.5856947,68.7603746751885,17.47273005,1933
14746,"Dar es Salaam, Tanzania",-6.8160837,39.2803583,10.81558646,1933
14747,"Bangkok, Thailand",13.7524938,100.4935089,11.51155228,1933
14748,"Lomé, Togo",6.15803455,1.25168237324663,33.70129427,1933
14749,"Nukuʻalofa, Tonga",-21.1343401,-175.201808,4.936196484,1933
14750,"Tunis, Tunisia",36.8002068,10.1857757,15.0859019,1933
14751,"Ankara, Turkey",39.7160439,32.7059948,9.441985195,1933
14752,"Ashgabat, Turkmenistan",37.9404648,58.3823487,27.0927555,1933
14753,"Kampala, Uganda",0.3177137,32.5813539,20.84332353,1933
14754,"Kyiv, Ukraine",50.4500336,30.5241361,22.62164987,1933
14755,"Abu Dhabi, UAE",24.4538352,54.3774014,20.70945571,1933
14756,"London, United Kingdom",51.4893335,-0.144055084527687,48.80120782,1933
14757,"Washington, D.C., USA",38.9240943816741,-77.0091011073296,17.19287188,1933
14758,"Tashkent, Uzbekistan",41.3123363,69.2787079,21.4936496,1933
14759,"Port Vila, Vanuatu",-17.7414972,168.3150163,7.34265017,1933
14760,"Vatican City, Vatican City",41.903411,12.4528527,16.29419307,1933
14761,"Caracas, Venezuela",10.5060934,-66.9146008,16.41536545,1933
14762,"Hanoi, Vietnam",21.0283334,105.854041,12.08989825,1933
14763,"Sana'a, Yemen",15.3538569,44.2058841,17.01152675,1933
14764,"Lusaka, Zambia",-15.4163395,28.2818414,14.3658523,1933
14765,"Harare, Zimbabwe",-17.8567035,31.0601584,14.01713136,1933
14766,"Leeds, United Kingdom",53.7974185,-1.5437941,43.04971255,1933
14767,"Exeter, United Kingdom",50.7256138,-3.5269209,23.43509461,1933
14768,"Edinburgh, United Kingdom",55.9533456,-3.1883749,19.80772796,1933
14769,"Los Angeles, USA",34.0536909,-118.242766,26.19987133,1933
14770,"Nanjing, China",32.0438284,118.7788631,15.36292636,1933
14771,"Shanghai, China",31.2312707,121.4700152,12.55714388,1933
14772,"Chennai, India",13.0836939,80.270186,14.72192023,1933
14773,"Ahmedabad, India",23.0215374,72.5800568,32.98280688,1933
14774,"Fairbanks, USA",64.837845,-147.716675,20.43490639,1933
14775,"Birmingham, UK",52.4796992,-1.9026911,41.24524494,1933
14776,"São Paulo, Brazil",-23.5506507,-46.6333824,5.889222438,1933
14777,"Singapore, Singapore.1",1.357107,103.8194992,7.344834345,1933
14778,"Cape Town, South Africa",-33.928992,18.417396,4.108541062,1933
14779,"Birmingham, United Kingdom",52.4796992,-1.9026911,41.24524494,1933
14780,"Cardiff, United Kingdom",51.4816546,-3.1791934,49.66613072,1933
14781,"Belfast, United Kingdom",54.596391,-5.9301829,14.07740283,1933
14782,"Reykjavík, Iceland",64.145981,-21.9422367,4.149360491,1933
14783,"Yakutsk, Russia",62.0274078,129.7319787,6.26927442,1933
14784,"Kabul, Afghanistan",34.5260109,69.1776838,19.79537516,1934
14785,"Tirana, Albania",41.3281482,19.8184435,13.84297101,1934
14786,"Algiers, Algeria",36.7729309,3.0588291,7.420134262,1934
14787,"Luanda, Angola",-8.8272699,13.2439512,20.51228584,1934
14788,"Buenos Aires, Argentina",-34.6073387,-58.4432852,9.279870295,1934
14789,"Yerevan, Armenia",40.1777112,44.5126233,19.95994412,1934
14790,"Sydney, Australia",-33.8698439,151.2082848,3.78738522,1934
14791,"Canberra, Australia",-35.2975906,149.1012676,4.226381562,1934
14792,"Baku, Azerbaijan",40.3755885,49.8328009,21.64403771,1934
14793,"Manama, Bahrain",-8.79691,125.45785,28.89205215,1934
14794,"Dhaka, Bangladesh",23.7644025,90.389015,44.17137192,1934
14795,"Minsk, Belarus",53.9024716,27.5618225,23.6312645,1934
14796,"Brussels, Belgium",50.8550018,4.35123337611662,42.13575664,1934
14797,"Cotonou, Benin",6.3676953,2.4252507,24.64338791,1934
14798,"Thimphu, Bhutan",27.4713546,89.6336729,11.64852394,1934
14799,"La Paz, Bolivia",-16.4955455,-68.1336229,13.50114036,1934
14800,"Gaborone, Botswana",-24.6581357,25.9088474,10.09856251,1934
14801,"Brasília, Brazil",-10.3333333,-53.2,5.576183815,1934
14802,"Sofia, Bulgaria",-15.2538402,48.2562163,23.98240383,1934
14803,"Ouagadougou, Burkina Faso",12.3681873,-1.5270944,42.90970186,1934
14804,"Bujumbura, Burundi",-3.3638125,29.3675028,21.55541919,1934
14805,"Phnom Penh, Cambodia",11.568271,104.9224426,25.87509353,1934
14806,"Yaoundé, Cameroon",3.8689867,11.5213344,36.99144187,1934
14807,"Ottawa, Canada",45.4110870626566,-75.7083256476122,9.670445224,1934
14808,"Bangui, CAR",4.3635118,18.5835913,36.94944391,1934
14809,"N'Djaména, Chad",12.1191543,15.0502758,45.79197519,1934
14810,"Santiago, Chile",-33.4377756,-70.6504502,10.58585766,1934
14811,"Hangzhou, China",30.2489634,120.2052342,15.94408532,1934
14812,"Beijing, China",40.190632,116.412144,14.60291648,1934
14813,"Bogotá, Colombia",4.6533816,-74.0836333,10.82863244,1934
14814,"Brazzaville, Congo",-4.2694407,15.2712256,37.30154472,1934
14815,"San José, Costa Rica",9.9325427,-84.0795782,14.78305575,1934
14816,"Abidjan, Côte d'Ivoire",5.320357,-4.016107,16.05900181,1934
14817,"Zagreb, Croatia",45.8130967,15.9772795,20.12281244,1934
14818,"Havana, Cuba",23.135305,-82.3589631,7.070969831,1934
14819,"Nicosia, Cyprus",35.1746503,33.3638783,11.43522868,1934
14820,"Prague, Czechia",50.0874654,14.4212535,35.45236229,1934
14821,"Kinshasa, DRC",-4.3217055,15.3125974,36.74143043,1934
14822,"Copenhagen, Denmark",55.6867243,12.5700724,16.12484635,1934
14823,"Djibouti, Djibouti",11.8145966,42.8453061,29.09326786,1934
14824,"Cairo, Egypt",30.0443879,31.2357257,23.90755984,1934
14825,"San Salvador, El Salvador",13.6989939,-89.1914249,16.47337324,1934
14826,"Malabo, Equatorial Guinea",3.741877,8.7740663,30.67714821,1934
14827,"Asmara, Eritrea",15.3389667,38.9326763,20.05700491,1934
14828,"Addis Ababa, Ethiopia",9.0358287,38.7524127,6.964031656,1934
14829,"Suva, Fiji",-18.1415884,178.4421662,6.640872601,1934
14830,"Paris, France",48.8534951,2.3483915,33.29989445,1934
14831,"Libreville, Gabon",0.4086518,9.4418849,18.79297427,1934
14832,"Tbilisi, Georgia",41.6934591,44.8014495,16.94918409,1934
14833,"Berlin, Germany",52.510885,13.3989367,38.3882619,1934
14834,"Accra, Ghana",5.5571096,-0.2012376,22.08935016,1934
14835,"Athens, Greece",37.9887791133275,23.7191086388293,12.51612264,1934
14836,"Guatemala City, Guatemala",14.6416142,-90.5132836,13.25738308,1934
14837,"Conakry, Guinea",9.5170602,-13.6998434,26.98801617,1934
14838,"Bissau, Guinea-Bissau",11.87018055,-15.6077045647727,30.53119575,1934
14839,"Port-au-Prince, Haiti",18.547327,-72.3395928,11.45166148,1934
14840,"Tegucigalpa, Honduras",14.1057433,-87.2040052,25.59858409,1934
14841,"Budapest, Hungary",47.48138955,19.1460941269125,39.17258315,1934
14842,"Delhi, India",28.6273928,77.1716954,55.43046648,1934
14843,"Jakarta, Indonesia",-6.175247,106.8270488,9.505346934,1934
14844,"Tehran, Iran",35.6892523,51.3896004,18.2136952,1934
14845,"Baghdad, Iraq",33.3061701,44.3872213,30.40010846,1934
14846,"Dublin, Ireland",53.3493795,-6.2605593,12.34634914,1934
14847,"Jerusalem, Israel",31.7788242,35.2257626,10.83296325,1934
14848,"Rome, Italy",41.8933203,12.4829321,17.043119,1934
14849,"Tokyo, Japan",35.6821936,139.762221,10.46379813,1934
14850,"Amman, Jordan",31.9515694,35.9239625,14.24299612,1934
14851,"Temirtau, Kazakhstan",50.0587825,72.9535681,10.5794262,1934
14852,"Astana, Kazakhstan",51.1282205,71.4306682,9.336079396,1934
14853,"Nairobi, Kenya",-1.30261485,36.8288420181373,10.28190933,1934
14854,"Kuwait City, Kuwait",29.3796532,47.9734174,38.04501146,1934
14855,"Bishkek, Kyrgyzstan",42.8777895,74.6066926,18.28799705,1934
14856,"Vientiane, Laos",17.9640988,102.6133707,30.76266659,1934
14857,"Riga, Latvia",56.9493977,24.1051846,25.85745547,1934
14858,"Monrovia, Liberia",6.328034,-10.797788,15.66699755,1934
14859,"Tripoli, Libya",32.896672,13.1777923,17.90629465,1934
14860,"Vilnius, Lithuania",54.6870458,25.2829111,18.46462125,1934
14861,"Luxembourg, Luxembourg",49.6112768,6.129799,31.44010088,1934
14862,"Antananarivo, Madagascar",-18.9100122,47.5255809,12.82757295,1934
14863,"Lilongwe, Malawi",-13.9875107,33.768144,14.12510138,1934
14864,"Kuala Lumpur, Malaysia",3.1516964,101.6942371,6.095983527,1934
14865,"Bamako, Mali",12.61326555,-7.9847391362413,29.91849533,1934
14866,"Valletta, Malta",35.8989818,14.5136759,10.89349551,1934
14867,"Nouakchott, Mauritania",18.0618918,-15.9311481578329,58.99257913,1934
14868,"Port Louis, Mauritius",-20.1624522,57.5028044,13.91816976,1934
14869,"Mexico City, Mexico",19.4326296,-99.1331785,12.94189972,1934
14870,"Chisinau, Moldova",47.0245117,28.8322923,22.878867,1934
14871,"Ulaanbaatar, Mongolia",47.94097405,106.917963752256,32.90040161,1934
14872,"Podgorica, Montenegro",42.4415238,19.2621081,17.31955442,1934
14873,"Rabat, Morocco",34.02236,-6.8340222,10.44417533,1934
14874,"Maputo, Mozambique",-25.966213,32.56745,10.58853283,1934
14875,"Windhoek, Namibia",-22.5776104,17.0772739,11.2239844,1934
14876,"Kathmandu, Nepal",27.708317,85.3205817,17.93734858,1934
14877,"Amsterdam, Netherlands",52.3730796,4.8924534,24.97663187,1934
14878,"Wellington, New Zealand",-41.2887953,174.7772114,5.223633577,1934
14879,"Managua, Nicaragua",12.1544035,-86.2737642,15.46083833,1934
14880,"Niamey, Niger",13.524834,2.109823,41.89793092,1934
14881,"Abuja, Nigeria",9.0643305,7.4892974,41.35887387,1934
14882,"Pyongyang, North Korea",39.0167979,125.7473609,17.21347764,1934
14883,"Skopje, North Macedonia",41.9961816,21.4319213,17.61989407,1934
14884,"Oslo, Norway",59.9133301,10.7389701,12.95950866,1934
14885,"Muscat, Oman",23.5882019,58.3829448,27.65491141,1934
14886,"Islamabad, Pakistan",33.6938118,73.0651511,23.60276326,1934
14887,"Panama City, Panama",8.6671353550533,-80.8169594275597,10.08499425,1934
14888,"Asunción, Paraguay",-25.2800459,-57.6343814,14.31020577,1934
14889,"Lima, Peru",-12.0621065,-77.0365256,11.6712749,1934
14890,"Manila, Philippines",14.5906346,120.9799964,14.47423877,1934
14891,"Warsaw, Poland",52.2337172,21.0714322356365,24.83610941,1934
14892,"Lisbon, Portugal",38.7077507,-9.1365919,11.57725266,1934
14893,"Doha, Qatar",24.73677015,81.4466022001494,33.5775195,1934
14894,"Bucharest, Romania",44.4361414,26.1027202,23.96204749,1934
14895,"Moscow, Russia",55.7505412,37.6174782,40.08450861,1934
14896,"Kigali, Rwanda",-1.8859597,30.1296751,18.95610975,1934
14897,"Apia, Samoa",-13.8344639,-171.7649144,4.635297572,1934
14898,"San Marino, San Marino",43.9458623,12.458306,16.44805848,1934
14899,"São Tomé, São Tomé and Príncipe",0.3389242,6.7313031,12.55851438,1934
14900,"Riyadh, Saudi Arabia",24.638916,46.7160104,67.31845796,1934
14901,"Dakar, Senegal",14.693425,-17.447938,36.55207649,1934
14902,"Belgrade, Serbia",44.8178131,20.4568974,13.95032646,1934
14903,"Victoria, Seychelles",-36.5986096,144.6780052,7.598642014,1934
14904,"Freetown, Sierra Leone",8.479004,-13.26795,21.07373194,1934
14905,"Singapore, Singapore",1.357107,103.8194992,7.597016006,1934
14906,"Bratislava, Slovakia",48.1516988,17.1093063,29.24002433,1934
14907,"Ljubljana, Slovenia",46.0500268,14.5069289,16.74379227,1934
14908,"Honiara, Solomon Islands",-9.43779755,159.962417478605,6.128230556,1934
14909,"Mogadishu, Somalia",2.0349312,45.3419183,9.451974241,1934
14910,"Pretoria, South Africa",-25.7459277,28.1879101,19.5563964,1934
14911,"Seoul, South Korea",37.5666791,126.9782914,12.41122632,1934
14912,"Juba, South Sudan",4.8459246,31.5959173,27.63171588,1934
14913,"Madrid, Spain",40.4167047,-3.7035825,6.808472136,1934
14914,"Colombo, Sri Lanka",6.9388614,79.8542005,9.199782403,1934
14915,"Khartoum, Sudan",15.5635972,32.5349123,36.39792184,1934
14916,"Paramaribo, Suriname",5.8247628,-55.1703941,15.30507836,1934
14917,"Stockholm, Sweden",59.3251172,18.0710935,7.518983668,1934
14918,"Bern, Switzerland",46.9484742,7.4521749,28.20494901,1934
14919,"Damascus, Syria",33.5145227857709,36.2904335592578,12.9464368,1934
14920,"Taipei, Taiwan",25.0375198,121.5636796,8.342194926,1934
14921,"Dushanbe, Tajikistan",38.5856947,68.7603746751885,20.45488468,1934
14922,"Dar es Salaam, Tanzania",-6.8160837,39.2803583,11.55352555,1934
14923,"Bangkok, Thailand",13.7524938,100.4935089,11.12495952,1934
14924,"Lomé, Togo",6.15803455,1.25168237324663,31.72190499,1934
14925,"Nukuʻalofa, Tonga",-21.1343401,-175.201808,4.99281825,1934
14926,"Tunis, Tunisia",36.8002068,10.1857757,14.72763077,1934
14927,"Ankara, Turkey",39.7160439,32.7059948,9.546950391,1934
14928,"Ashgabat, Turkmenistan",37.9404648,58.3823487,32.5514862,1934
14929,"Kampala, Uganda",0.3177137,32.5813539,21.52342566,1934
14930,"Kyiv, Ukraine",50.4500336,30.5241361,25.35916176,1934
14931,"Abu Dhabi, UAE",24.4538352,54.3774014,23.21929986,1934
14932,"London, United Kingdom",51.4893335,-0.144055084527687,51.35785858,1934
14933,"Washington, D.C., USA",38.9240943816741,-77.0091011073296,16.69332964,1934
14934,"Tashkent, Uzbekistan",41.3123363,69.2787079,24.04230373,1934
14935,"Port Vila, Vanuatu",-17.7414972,168.3150163,7.152417009,1934
14936,"Vatican City, Vatican City",41.903411,12.4528527,16.55845288,1934
14937,"Caracas, Venezuela",10.5060934,-66.9146008,16.05440347,1934
14938,"Hanoi, Vietnam",21.0283334,105.854041,12.12424749,1934
14939,"Sana'a, Yemen",15.3538569,44.2058841,18.47109459,1934
14940,"Lusaka, Zambia",-15.4163395,28.2818414,16.9262584,1934
14941,"Harare, Zimbabwe",-17.8567035,31.0601584,15.88028359,1934
14942,"Leeds, United Kingdom",53.7974185,-1.5437941,46.68403717,1934
14943,"Exeter, United Kingdom",50.7256138,-3.5269209,24.77874521,1934
14944,"Edinburgh, United Kingdom",55.9533456,-3.1883749,22.25189279,1934
14945,"Los Angeles, USA",34.0536909,-118.242766,27.3828272,1934
14946,"Nanjing, China",32.0438284,118.7788631,15.40609065,1934
14947,"Shanghai, China",31.2312707,121.4700152,12.67396684,1934
