,index,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Country,city,name,latitude,longitude
130,"Colombo, Sri Lanka",8.670063283,8.387733628,7.907522316,7.944222627,8.232090721,8.109072311,8.081225534,8.077650198,8.151411804,8.522764104,7.979180606,8.450977844,8.416030384,8.065390499,7.862837266,8.32952325,8.370593152,8.392732083,8.738762307,8.329733888,8.436401515,8.343276528,8.315328738,8.131217901,8.256089784,8.531344449,8.923216972,8.421309997,8.192267732,8.839085942,8.30108343,8.61731989,8.727782009,8.695571838,7.931542564,8.306385159,8.705118388,8.873879623,8.870178873,8.308504636,8.19578708,8.989063725,8.912125507,8.470005322,8.100032341,8.803426636,8.338022345,8.82921062,8.506748497,8.809999481,9.035529049,8.835037238,8.975673185,9.147399456,9.444572257,9.023378402,8.943836501,8.939448409,8.597437084,9.173971371,9.199184011,9.535197657,8.924929907,8.768880835,8.751176718,8.797567331,9.087044318,8.796011006,8.783563581,8.805006483,9.342148837,8.958711692,9.198281285,9.334861454,8.860660277,9.130418589,9.125784037,9.268768412,9.149687696,8.856392939,9.03004383,9.458181883,9.591546754,9.586261531,9.199782403,9.721409184,9.168860279,9.543856118,9.810476142,9.530974891,9.244056058,9.72722416,9.437876194,9.456173994,9.422793381,9.940918597,10.14019309,9.945082147,9.828540646,10.00130235,10.26463145,9.672871562,9.97097421,10.18462172,10.2608966,10.25652594,11.04650148,10.77566772,11.04060601,10.996334,11.10339576,10.95894147,11.58030522,11.23401264,11.73274334,11.90940528,11.40213454,11.63810339,12.77658281,12.21831303,12.57728014,12.56506301,12.91857391,13.13221747,13.66266912,14.26008143,13.68713115,13.67783285,14.20831787,15.0051209,14.64825601,14.81806349,14.54569544,15.21955268,15.91665172,15.45246136,15.86756867,16.40658139,17.95951015,17.51963151,18.17558667,18.74731718,18.99861253,19.13140831,19.72417851,19.2083297,20.96148939,20.88774499,21.89916567,22.01039828,22.10999038,23.22500038,21.49999809,23.38333321,22.97499847,25.15833282,24.69999886,26.93333244,25.33333397,25.70833397,25.77500153,27.07499886,27.00833702,26.50833702,25.77500153,22.92500114,26.57499886,26.50833702,30.85833549,25.64166832,24.44166756,23.19999886,Sri Lanka,Colombo,"Colombo, Sri Lanka",6.9388614,79.8542005
131,"Khartoum, Sudan",35.58448924,35.82344909,36.02773799,33.62350596,34.9037224,37.84659812,36.72125226,36.05568577,34.36223906,34.27960841,36.70568358,38.77341343,36.260436,33.56387699,33.45926871,38.5908922,37.33959083,38.40404808,34.85584864,36.56529195,38.1045098,34.6320441,33.69983832,36.04801416,38.33366788,37.19638623,34.3454702,34.91520969,34.99564669,35.45471725,35.66286089,37.90137197,40.39827569,34.45506385,33.72418127,35.8163083,37.49251207,37.75018417,34.19958699,36.49896559,33.21768408,36.00093883,36.20404511,37.54476031,35.94577735,37.37572573,35.49212121,36.53076691,34.12058671,37.91214308,38.71756576,37.16577658,35.92483143,37.29977408,37.06536345,38.0992162,36.70454727,35.97779862,38.99829574,36.3452688,38.24342662,36.19490418,39.24798988,39.32506549,37.52906971,38.27226879,37.77783951,36.07909231,38.66895302,35.19913029,38.93242219,38.91171694,36.42493732,37.28365233,36.11930126,34.06774859,36.05659041,37.27543976,35.88669507,38.80816191,36.47770074,37.22438888,36.10568543,37.42117505,36.39792184,39.32743667,35.85657477,37.93518063,38.55336703,35.25518363,37.31726322,38.47986295,36.8471994,38.97065133,39.05063666,33.91207781,38.03844212,40.89459426,39.0342974,38.76178867,35.16305675,34.05867888,37.77885356,39.45303175,33.27368973,38.7363762,35.71826783,35.84000846,37.00232418,40.59263656,38.30206991,37.73274968,37.59394821,38.03599696,36.5230782,38.93589952,35.63324927,38.4758354,37.64977649,39.77001283,39.38143634,35.88287265,37.44643255,37.72156504,39.61020027,41.17256439,37.41890924,37.62665539,37.63385897,40.37920383,38.46385736,39.42591303,38.27006853,41.68359479,41.10546426,38.99069741,38.71238773,42.13699663,40.6509083,37.32012309,38.73795017,37.21632653,38.5058719,38.49933944,42.33009302,39.31825567,39.86418166,40.8628369,42.84833068,40.87611685,40.86292093,39.43333817,40.60833359,41.61666489,43.44166946,43.65000534,41.61666489,41.5,40.31666946,43.9916687,43.68333435,46.5,44.06666565,45.60833359,37.90833664,42.96667099,43.72500229,46.54166794,41.79167175,43.70000076,38.17500305,44.11666489,Sudan,Khartoum,"Khartoum, Sudan",15.5635972,32.5349123
132,"Paramaribo, Suriname",14.97550791,16.1952961,16.19995815,15.07898281,15.02798471,15.71438263,15.24639757,15.21278985,15.3272973,15.73497229,16.75164757,16.93117661,16.11195483,14.80734616,13.90947606,16.82909386,15.17662588,15.26245973,14.02092005,14.75205686,16.5526526,14.69045364,16.1823714,15.15941859,15.27656562,15.42893722,14.93680543,14.39894695,15.29417462,15.0054443,15.17001783,15.29637417,16.8240341,14.78187472,14.76509332,15.661903,14.93977842,15.48537302,14.24427845,15.42047612,14.85099081,16.37895616,16.25265861,17.60355047,15.9136831,15.71407457,15.39658167,15.52509405,14.95967568,15.65635808,16.64689101,15.27622685,14.50402279,15.52898805,16.32556108,16.26005736,16.37505893,16.5817428,16.92906323,15.88847056,16.21008179,15.22446875,16.61537122,15.32402903,16.2022685,16.01356098,16.89758439,15.86004444,15.39034604,14.96262248,16.14233904,16.30477973,17.12880734,16.49350196,15.63439774,15.57584938,16.08179088,17.20586925,17.57187478,17.01506051,14.17830261,15.92888209,16.96437507,16.35307214,15.30507836,15.54889423,15.91782468,17.70626724,17.87207004,15.79546968,15.78785585,17.11993544,17.83242733,17.12160648,16.06635377,17.05114544,18.22607612,17.99998848,16.2246983,16.16383286,16.35459523,15.70041545,15.65985109,17.22350285,15.52337156,16.88514537,16.61772811,15.86574758,18.22394751,17.6248806,16.12366637,15.90226554,17.16382775,16.95715033,16.654127,16.1078744,14.84303684,16.82630609,16.13093745,16.22022713,16.69164318,16.61076912,17.00631868,17.194093,16.89057701,16.96332786,16.47394281,17.21741961,17.77234922,17.55964953,16.49878605,16.53854006,17.35232249,19.38419886,16.95421446,18.58563049,18.23495386,17.72942605,18.40852925,16.69550218,16.6732399,17.45843989,17.01964536,15.88369874,17.60368139,18.03929226,18.75492227,17.93516252,17.79656102,19.40399863,17.70035257,18.08333397,17.12500191,16.00833321,16.04166794,15.54166794,16.36666679,18.08333397,16.23333168,16.45000076,15.77500057,15.92499924,17.43333244,15.625,15.50833416,18.05833244,16.34166718,16.07499886,15.11666775,15.76666641,15.71666431,16.96666718,Suriname,Paramaribo,"Paramaribo, Suriname",5.8247628,-55.1703941
133,"Stockholm, Sweden",4.993147436,5.118265349,5.075415259,5.047149488,4.836365769,5.025797157,5.329080448,5.381013309,5.228269971,5.217864776,5.533308372,5.628528523,5.590991852,5.399165678,5.614214423,5.737861963,5.834045503,5.867338714,5.686729346,5.801362535,5.668541771,5.784076223,5.824532515,6.011961543,5.856670039,6.520847868,6.276463082,6.42801419,6.48557251,6.457399361,6.527913039,6.539119956,6.486153848,7.036673342,6.762130564,6.863174603,7.399335953,6.932558637,6.808415398,6.812660679,7.094321637,6.818080905,6.912801416,6.671331543,7.23438923,6.713468462,7.13601239,7.294487342,7.015786059,7.307763893,7.503314082,7.384219154,7.199075291,7.139928474,7.164961268,7.491569671,7.253403168,7.8470484,7.895138274,7.399908183,7.805071937,7.801414778,7.735053055,7.781592429,7.843804541,7.757569213,7.908412009,7.111785016,7.30372796,6.869494833,7.090035157,7.051071785,7.376558646,7.301201704,7.355323526,7.054222315,7.082331061,7.74178929,7.545301863,7.376787751,7.517696768,7.196116784,7.103081755,7.418668906,7.518983668,7.32235893,7.821920095,8.072152567,8.152677819,8.222602783,7.819998559,7.484782744,7.582783645,7.706364646,7.266213774,6.01586237,7.148031925,7.879191829,8.139845501,8.472595055,8.440543688,8.535792074,8.757886648,9.002647944,9.09481911,9.908739816,10.0790872,9.79472909,10.21595412,10.10458173,10.73550803,10.8292596,10.91749899,11.47429344,11.77992199,11.35893352,12.21316458,12.34714545,11.99401261,12.27169754,12.60166185,12.16403616,12.24651439,13.03731334,12.75538057,12.11158167,12.22121708,11.9965303,12.19250607,11.98301915,12.51602888,11.32030894,10.84378552,10.25003142,10.24055641,10.87286434,10.62117309,9.938440459,9.373573263,9.584337503,9.341082178,9.11470626,9.193247615,8.731539271,8.59753113,8.483281323,8.144433193,7.873292653,8.096191161,7.641196855,7.639341207,6.974999905,8.041666985,7.974998951,8.500000954,8.683333397,9.183333397,7.416667938,7.758333206,6.958333492,6.858333588,6.908333302,5.900000095,5.774999619,7.375,5.458332539,5.55833292,5.000000477,6.116666317,5.375,5.241666794,5.658333302,Sweden,Stockholm,"Stockholm, Sweden",59.3251172,18.0710935
134,"Bern, Switzerland",14.77816932,15.89314196,14.96590293,15.38679112,16.10188813,16.49680569,16.47557886,17.31749111,16.18102505,15.92569793,16.31431146,17.39549042,16.97789419,16.26550131,18.09726569,17.18556887,17.95910812,17.24474553,18.54530137,17.54409067,17.48357238,18.04809107,18.30900879,17.84082662,19.12623904,18.76013265,18.12040416,19.35561454,17.99637363,18.07787996,19.1917865,19.6432086,20.12103831,19.7858237,19.52350996,20.32328854,19.804732,18.2109821,19.31313371,20.53974049,20.42587911,20.53847381,20.45991412,19.75900354,20.98332681,21.66880162,20.66251372,22.69200091,23.44815251,22.26847049,23.99074655,23.16225574,23.2282172,24.27396414,23.755705,25.61743412,25.2091945,26.02595163,26.93671825,28.02318742,29.66394356,27.6674142,29.46541717,29.0212985,25.610976,24.45977882,25.77049979,24.56551523,22.46956906,22.77607634,24.46364884,22.99850134,26.00062754,25.18219468,26.85336822,26.24412276,25.86921537,27.79162083,27.62040806,29.55636149,29.2109047,29.09579487,25.3139952,25.65628063,28.20494901,28.82259031,28.33748092,29.85137962,29.23110611,30.2464997,27.08372372,24.1420009,23.3690549,24.07632991,20.03799312,17.11443702,21.86915867,24.12864652,24.94758541,26.29338618,26.98698168,28.27269255,28.43356173,25.85548578,28.11831479,29.23112906,30.41263137,31.87317285,29.0756448,27.86765698,30.99460839,33.34220464,36.16444717,35.05999583,34.05920374,37.56839028,32.47059001,32.97723809,32.02794108,32.98184927,30.05307378,30.0512727,31.02012489,29.7195385,31.71973751,26.93675026,26.77039037,29.49192572,29.79182612,29.84683138,29.25084092,27.68971618,24.95443599,25.34712144,23.98494721,24.99812002,23.42781318,24.49111037,23.16837298,24.11567133,24.00245353,22.95750539,22.62090917,20.71052011,19.91031269,18.83752833,18.74743193,18.4177527,17.59312429,15.76863337,15.97826755,15.60833263,15.56666565,17.78333282,13.49166775,13.8083334,14.58333302,12.9416666,13.8166666,15.27500057,15.08333302,15.28333282,12.52500057,13.15833282,10.50833321,11.5583334,10.75833416,10.32499981,10.4333334,8.941666603,8.925000191,9.383333206,Switzerland,Bern,"Bern, Switzerland",46.9484742,7.4521749
135,"Damascus, Syria",12.91141699,11.82042728,12.25486589,12.14369826,12.18066717,11.8468919,11.94571906,11.94495672,12.13053436,13.20767417,12.01887944,11.8743921,11.49364874,13.09017083,13.4255774,12.249894,12.1267659,12.07314003,11.85697665,12.27974464,11.96994277,12.71589809,11.94191659,12.9563167,12.8670771,12.81683168,12.72758462,12.81895574,14.1898987,12.30080031,12.87228685,11.73980908,12.60093353,13.01447756,13.20834573,12.00060583,12.61734668,13.49526392,12.82706146,13.0400608,12.67343244,13.49665185,13.37030631,12.19771309,12.48211253,13.13559891,13.08248615,14.07246403,13.11973814,12.70117568,12.16666487,12.75845943,12.66238074,13.43807007,13.33218711,13.26812824,12.18927075,13.65397894,12.50023833,13.10532945,13.66580927,13.56886844,13.70764407,13.78003075,12.56134793,13.10365837,12.34244196,13.46178327,13.29093209,13.06030083,12.06254984,13.27447028,12.30382781,13.17942549,12.71535138,12.743601,13.2018058,13.06701565,12.42914192,13.27013783,12.92734506,12.32691926,12.28369234,11.69468423,12.9464368,12.64349804,13.42972931,12.94047039,13.73479753,13.3964188,13.78453016,12.63617792,12.49338942,13.14607071,13.40869997,12.09015405,12.58206487,12.32784331,14.12225402,12.80519177,13.82806391,15.13286764,14.41768261,13.96572284,14.74826741,14.033012,15.75299972,15.77558668,14.84247932,15.84761973,16.05702007,16.01031564,16.21821898,16.9263889,16.6744436,18.58566326,17.7276911,16.58410182,18.64146295,19.07140378,19.48318136,19.37248747,19.48343213,20.77329156,21.0854078,21.05869715,23.4540582,21.45124612,22.76495219,23.06709229,23.24164785,23.22957961,21.55331164,22.30755636,23.51512137,24.25414706,23.78301059,24.022361,23.35895889,24.64609395,25.40971388,25.14796818,25.08431504,25.63907615,26.17339867,26.66190323,26.99329321,27.20470982,29.0848722,28.15931885,27.05419719,29.2583313,27.69166565,28.41666603,28.05000114,27.90000153,28.90833282,30.90833473,30.03333282,32.31666946,37.62500381,30.71666718,30.98333168,32.95833206,29.55833244,32.45833206,30.33333397,30.51666451,31.88333321,35.54166412,32.45000076,32.03333664,Syria,Damascus,"Damascus, Syria",33.5145227857709,36.2904335592578
136,"Taipei, Taiwan",7.184475529,6.820972198,6.935440877,7.210075935,7.256958094,7.134099027,7.124826563,7.185766653,7.045233545,7.137221439,7.107516077,7.123506508,7.125132677,7.196904705,6.878102454,7.184107447,7.201666402,7.29631218,7.230365711,7.159215668,7.190471211,7.020777606,6.889417002,7.137350683,7.305122004,7.122572787,7.082331976,7.085804095,7.210067114,7.196075341,6.972559602,7.057884522,7.233395487,7.045983582,6.795510149,7.10414735,7.263786674,7.252028931,6.8987365,6.95465897,7.271694892,7.012621263,7.152158219,7.186086708,7.363481706,7.212879318,7.475093001,7.00624752,7.27874368,6.98789392,7.260756071,7.120220763,7.574319918,7.355412584,7.448397154,7.419832367,7.560830037,7.833760174,7.476726813,7.381009952,7.565589001,7.600200456,7.806961498,7.543674474,7.737270919,7.669893293,7.763037068,8.074599122,7.721716264,7.879488458,7.944064144,7.796383987,7.67897408,8.301280644,7.879826256,8.505276862,8.210039219,8.277876176,8.187690884,8.053292117,8.670866354,8.400738731,8.395352984,8.335785401,8.342194926,8.187161109,8.815390395,8.606946381,8.444704807,8.830619692,8.580482109,8.920017314,8.745157551,8.503400602,8.709352273,8.08869768,8.454187683,8.452455924,8.330572249,9.047440096,8.911290418,8.885324168,8.678384231,9.43610667,9.455756555,9.579993478,9.584515752,10.08183882,10.68401792,11.12694006,10.95075938,10.74347865,11.32666951,11.48752743,11.22066233,11.40646269,11.54119502,11.9568931,12.17829766,12.07967665,12.40694166,12.82649181,12.52080714,13.50264935,13.08139581,13.2209176,13.92547298,13.99533541,14.5786331,14.90823735,15.0601343,15.13759461,15.59765441,15.14238017,15.7822239,16.02382684,16.41289871,16.69327718,17.30226436,17.60597145,18.04368334,17.81167123,18.19603553,18.10860267,18.57832937,18.21888179,17.5239262,18.77377861,18.30351633,17.94688684,18.57150819,19.51666641,19.14166451,19.04999733,19.58333206,19.50833321,20.625,20.375,19.15833282,19.59166718,20.79166603,17.50833321,17.12500191,16.55000114,18.85000038,17.27499962,15.4416666,16.69166756,14.86666584,14.01666641,13.19166851,14.4499979,Taiwan,Taipei,"Taipei, Taiwan",25.0375198,121.5636796
137,"Dushanbe, Tajikistan",17.68633198,19.34425891,16.030817,17.88206233,17.66410323,19.33564142,17.67288627,15.42858888,17.28834835,15.28793299,18.61780234,17.26966122,19.64306211,17.46829323,20.49980013,17.59054875,18.002116,16.67328377,20.08133857,20.16697456,18.72417543,15.18220714,16.83457038,19.99556361,19.56675392,19.41724176,18.05566035,18.88457048,17.98848569,18.02712713,19.31584453,19.17755948,22.42130446,18.24675965,16.00956713,17.06050138,18.69456578,17.83128309,20.87047237,15.71231426,16.35595408,18.28136794,20.1222928,17.94951839,18.36755573,19.73203197,19.38381801,17.95503263,17.92193999,18.83354554,22.10088622,19.10299495,20.17858528,18.62812928,16.99918402,20.74331468,22.18826614,23.7590464,18.68879748,22.94610129,18.49934179,19.58024967,20.92571735,16.69715954,23.72124709,19.01170521,23.66973814,23.0337071,16.9349112,20.22079553,19.05491018,20.31389211,18.39524561,19.679357,17.28617385,18.42446951,20.81746533,22.99261482,24.61699035,20.83023236,17.48711003,21.85686743,22.20849948,17.47273005,20.45488468,20.75255205,20.72897147,20.63156087,22.75644158,20.92880226,23.12546601,22.97111709,21.08981569,19.72244908,21.02114793,24.18187784,23.38231587,23.71367592,22.82921176,21.5013853,23.38156897,22.03676918,21.57899305,22.9082872,21.92127755,27.09484636,24.15051885,25.63331057,24.89727927,25.85627458,26.84830256,26.10284582,23.62465468,23.78023728,25.87953634,26.18822502,26.24856914,28.58900703,24.74247543,25.60263049,24.15611945,24.8599104,27.2396062,27.70680505,25.80416664,30.43520018,28.42552696,26.57222684,26.7828628,29.17431185,27.15970958,26.07834336,28.90855788,25.861827,26.72508312,28.24149446,27.47389182,28.7593204,28.51404476,28.13586605,38.48796167,37.77733506,35.23241084,34.24298158,30.38518642,30.41557813,29.47295674,32.85700185,30.66169072,32.90999541,30.76294116,32.82500076,31.44999886,28.69999886,29.45833397,29.42500114,31.71666718,34.40000153,33.9916687,31.84166527,34.67499924,33.14999771,27.42500114,30.64166832,32.00000381,31.55833244,33.74166489,34.29999924,35.68333817,33.83333588,34.37499619,37.27500153,Tajikistan,Dushanbe,"Dushanbe, Tajikistan",38.5856947,68.7603746751885
138,"Dar es Salaam, Tanzania",11.10675672,11.12282397,10.9907996,10.6442289,11.03501089,11.57185936,11.03986922,10.91319095,10.72691269,10.649983,10.56236652,10.867514,11.1459812,10.76810073,10.82141986,11.15082403,10.70522354,10.89402416,11.29140417,10.88522345,11.17171141,10.34633999,10.86553852,10.75884491,11.54385516,11.61000638,11.07778961,10.81081989,11.18607856,11.37124661,10.91290975,10.97811876,11.41067013,10.77330361,11.03249318,10.41547425,10.69236316,11.05351426,11.50033617,11.03805943,11.05544202,10.97140781,11.14741716,11.35564299,11.0733168,11.0431183,11.0129361,10.37703166,11.04687137,11.39442039,11.54954458,10.76289227,10.94278356,10.77459522,11.03722406,11.49511277,11.27532741,11.12975395,11.09547281,11.3085013,11.5529435,11.58708898,11.00074405,11.35778759,11.47591519,11.44997537,11.46004197,11.01323929,11.60034332,11.18476438,11.26155354,11.86456821,11.32166463,11.56197494,11.0854312,10.85872064,11.52071356,11.92069476,11.44908588,11.55104263,11.63864862,11.82025213,11.65082319,10.81558646,11.55352555,11.7993838,10.99506364,11.54465189,11.52023078,11.21690662,11.59271366,11.29843909,11.72537701,11.61126568,11.06606441,10.99471395,11.44988723,11.21332,11.68461052,11.47150117,11.72994701,11.825701,11.06370073,11.87094684,11.5402523,11.68771548,11.79655917,11.64256529,11.61899996,11.70531892,11.44956084,11.31813603,11.59790042,11.53735286,11.831521,11.14471752,11.4211806,12.32982094,11.40735345,11.52262017,12.20884357,12.10373379,12.34466942,12.52238691,12.62620746,11.77778882,12.57708382,12.16397844,13.0718602,12.21675707,12.18448,12.25375225,13.03018281,11.72121361,12.73939322,13.0137982,12.23629563,12.68699987,12.34301252,12.51984056,12.53814591,12.67547391,12.78241234,12.47234685,12.73562091,12.7774769,12.82988333,12.01933429,13.62899833,12.70050077,12.90147879,14.75,12.24166775,14.00833511,12.95833302,15.74166584,15.50833225,17.85833359,17.30833244,16.13333321,16.01666832,16.47500038,16.57500076,17.05833435,14.63333225,15.31666565,16.05833244,15.50833225,16.63333321,16.16666794,18.73333168,15.17499924,Tanzania,Dar es Salaam,"Dar es Salaam, Tanzania",-6.8160837,39.2803583
139,"Bangkok, Thailand",10.5024275,10.52931041,11.12387022,10.70758174,9.463913307,10.71100959,10.37306471,10.92361456,10.94394212,11.49042574,9.972426418,10.62282862,11.40871037,9.884922534,10.10302648,11.11799917,10.29073278,11.23627205,10.89555691,10.3217027,10.92778476,10.56328951,10.39693594,10.35522834,10.07170653,10.83897599,10.93985697,10.70070829,10.34646224,10.56453215,10.52266157,10.17211295,10.28301235,9.861727098,10.39670022,10.61259945,10.25256629,10.31750551,11.08431368,10.61349225,11.37691002,10.56593241,11.00256196,9.99421361,9.631462343,10.66026305,9.912905234,10.81449395,10.69541276,10.97355523,10.60346962,10.95229057,11.08701344,9.361246207,10.64615182,11.07416041,10.12664865,11.11184769,10.28144691,10.55790282,10.76451338,10.7687557,10.62103581,11.0064965,10.42929297,10.60885901,10.62330886,11.02736533,10.91146081,11.1897503,10.55206274,10.49936733,9.82658329,11.731079,10.91777774,11.71162115,10.0975015,9.932702352,10.5261221,12.53394837,11.39508082,11.55469968,10.66267741,11.51155228,11.12495952,10.68053888,11.65839209,10.63635087,10.53167497,11.29636597,11.38213547,9.602746106,10.48089695,11.27431306,11.32741812,11.69506724,10.67419977,10.64070498,10.74597291,10.50886516,11.70817275,9.99826045,9.853891458,10.80339444,11.20834333,11.88427214,12.08636364,12.54355698,11.22205019,12.1004446,10.44667765,11.71428972,12.13042675,10.97263353,10.18022953,10.87554092,10.78256202,11.87197019,12.36422685,10.91653671,11.48348874,11.29137695,11.35756549,11.16255247,12.21165569,12.64453628,12.90169134,13.54055185,15.14509213,14.74957034,13.81529989,14.18297524,15.24244321,14.26072557,14.16697495,16.12429424,15.65171691,15.28657436,17.5145237,17.57666393,20.36275416,20.70968781,22.77614991,22.22649605,23.18603866,24.82475665,25.30250988,26.71014435,22.9764871,20.84969057,20.53553722,17.72500038,19.49166679,19.67499924,22.07499886,21.80000114,20.85833549,22.55833244,22.23333549,22.375,20.70833397,22.75833321,22.52499962,25.90833282,22.15000153,20.28333282,23.08333397,19.81666756,22.56666756,20.22500038,22.22500038,22.15833282,Thailand,Bangkok,"Bangkok, Thailand",13.7524938,100.4935089
140,"Lomé, Togo",29.33279314,34.09070874,30.57485584,29.64330525,33.1612372,34.22976008,31.77998924,33.04101818,29.52513433,30.38417352,34.73551734,34.08858851,31.13031508,27.05906902,27.26556861,33.8293236,30.90930007,32.00598457,29.81884945,32.55280097,31.96374144,28.45386762,26.7260225,30.46585452,27.80109098,30.59742301,31.59575222,27.22419661,28.86434255,33.53257695,32.7274461,33.04671654,34.10136841,29.661951,28.87630143,31.3691823,30.19744647,32.92735369,28.27182267,30.64629165,29.79740714,31.51891985,30.04759768,32.30858282,30.35894817,32.20987044,29.7014982,30.78113308,29.22651978,32.07057298,31.66947289,30.02321206,30.03818739,30.64850836,31.41583756,32.51894043,31.13448683,31.72689902,32.88173946,29.96672618,29.83623827,31.10785058,34.59240105,30.27219148,34.09109363,32.96525125,35.80467458,30.54154677,30.6369469,31.82293287,31.89745482,33.254369,34.42154971,30.42854687,31.36082966,34.10883529,35.0579381,33.76588026,33.02849592,35.12081051,32.59887619,33.5019234,35.99679776,33.70129427,31.72190499,32.16515359,32.1129109,37.03318765,36.17787462,34.19331446,30.10631229,33.78697545,34.31785517,34.74813904,32.97076125,33.04467072,34.17226161,35.81870178,35.80746262,33.97254739,32.7929656,29.9258538,31.58901172,35.12789197,30.22846653,35.6402915,32.9258588,32.26115172,34.9693514,33.72512598,30.87746703,32.71147232,30.68689863,30.88526446,31.73756094,33.83478568,33.08528895,32.77707057,29.29179781,32.62263681,32.35098044,32.90450126,36.49980446,31.9376301,32.38013133,32.57880304,34.08826515,30.78844905,32.29634765,32.41202637,31.9488668,34.07567118,35.78058369,35.34882974,34.60942259,33.71614194,35.26499129,37.14891234,34.85820643,31.62818181,29.95130197,33.8007907,35.68292076,33.85280672,34.2724236,31.66399956,34.81307566,33.64813962,36.92943201,38.47643996,32.76655209,31.18333435,30.28333282,26.26666832,29.875,30.25,24.50833321,31.9916687,35.35833359,26.50833321,24.34166718,28.4833374,27.72500038,22.875,21.875,35.45000076,32.61666489,29.90833282,26.06666565,24.875,31.72499847,27.24166679,Togo,Lomé,"Lomé, Togo",6.15803455,1.25168237324663
141,"Nukuʻalofa, Tonga",4.486943321,4.372980209,4.710101975,4.781393527,5.137248897,4.608853372,4.509134686,4.670006254,4.616887377,4.737163101,4.695956853,4.576959031,4.603321689,4.751592568,4.52178106,4.885979558,4.433924201,4.699534836,4.737562021,4.425651803,4.679437939,4.756207018,4.602372468,4.901942054,4.717053975,4.676491885,4.422168872,4.542878077,4.851503499,4.709003922,4.608737265,4.814619882,4.550505812,4.493870131,4.695772949,4.711319691,4.462744432,4.624249817,4.298932232,4.529420497,4.761842995,4.704919487,4.564974296,4.632795133,4.798899749,4.566740494,4.700737855,4.466291749,4.990729174,4.651186945,4.329237362,4.492217351,4.712549292,4.844670047,4.619501128,4.806986306,4.587896416,4.931022499,4.599958491,4.719296212,4.752237106,4.744500792,4.632453601,4.577284074,4.772948531,4.458171034,4.574265922,4.657727942,4.660852402,4.583901097,4.833070502,4.502960551,4.80177191,4.935297076,4.521491904,4.667918881,4.95312122,4.74672091,4.446522655,4.612672084,4.842774028,4.463387393,4.352840606,4.936196484,4.99281825,4.666390682,4.582560685,4.816446268,4.64540885,4.820391487,4.763760871,4.846100953,4.589736835,4.757370411,4.846939108,4.728895361,4.498298673,4.597783525,4.75334029,4.687305628,4.450188811,4.758611835,4.790217054,4.355202114,4.933141402,4.850537703,4.590574871,4.929846211,4.531064978,4.679542994,4.571596274,4.332066379,4.871738126,4.817391689,4.470893696,4.79442297,4.696329968,4.70252195,4.696071202,4.831392802,4.90434805,4.794943263,4.754601232,4.738347203,4.775250065,4.420033451,4.697436648,4.822079461,4.508134105,4.891877354,4.808487892,4.688378341,4.694610853,4.485191796,4.962305772,4.547664739,4.859762923,4.777562391,4.724372305,4.851119078,4.910367157,4.586361949,4.475133146,4.589303399,4.754302102,4.52436007,4.476218131,4.743023145,4.661892319,4.86390606,4.763468689,4.325000286,5.016666889,4.575000286,5,4.80833292,4.833333492,4.81666708,5.791667461,4.724999905,4.799999714,4.400000095,4.699999809,4.974999905,4.483333588,4.458333492,4.083333492,4.958333015,4.525000095,4.599999905,4.258333206,4.524999619,Tonga,Nukuʻalofa,"Nukuʻalofa, Tonga",-21.1343401,-175.201808
